id,name,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,source_dataset,source_file,source_group
vanilla-wafers,vanilla wafers,dataset serving,28,0.3,4.3,1.2,0.1,0,0.045,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
graham-crackers,graham crackers,dataset serving,355,5.8,64.5,8.5,2.4,26.1,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
peanut-butter-cookies,peanut butter cookies,dataset serving,95,1.8,11.8,4.8,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vanilla-sandwich-cookie,vanilla sandwich cookie,dataset serving,72,0.7,10.8,3,0.2,5.9,0.044,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sugar-wafers-with-creme-filling,sugar wafers with creme filling,dataset serving,51,0.4,7.1,2.3,0.2,4.3,0.06,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cheese-puffs,cheese puffs,dataset serving,197,2.1,18.6,12.8,0.6,1.1,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
saltine-crackers,saltine crackers,dataset serving,13,0.3,2.2,0.3,0.022,0.063,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
trail-mix,trail mix,dataset serving,139,4.1,13.5,8.8,0,0,0.014,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-cones,corn cones,dataset serving,144,1.6,17.8,7.6,0.3,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chocolate-pretzels,chocolate pretzels,dataset serving,50,0.8,7.8,1.8,0,0,0.037,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-toast-sticks,french toast sticks,dataset serving,73,1.3,8.9,3.8,0.3,2.1,0.001,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
crackers,crackers,dataset serving,82,1.1,9.8,4.2,0.4,1.3,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sesame-sticks,sesame sticks,dataset serving,54,1.1,4.7,3.7,0.3,0.084,0.09,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cheese-crackers,cheese crackers,dataset serving,34,0.8,4.2,1.6,0.2,0.3,0.065,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oriental-rice-cracker-mix,oriental rice cracker mix,dataset serving,143,4.9,14.6,7.2,3.7,0.8,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
breadsticks,breadsticks,dataset serving,103,3,17.1,2.4,0.8,0.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
milk-crackers,milk crackers,dataset serving,50,0.8,7.7,1.7,0.2,1.8,0.095,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
matzo-crackers-whole-wheat,matzo crackers whole wheat,dataset serving,98,3.7,22.1,0.4,3.3,0,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
matzo-crackers-with-egg,matzo crackers with egg,dataset serving,109,3.4,22,0.6,0.8,0,0.057,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
granola-bites,granola bites,dataset serving,23,0.4,3.3,0.9,0.3,1.5,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
crackers-whole-wheat,crackers whole wheat,dataset serving,120,3,19.5,4,2.9,0.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tropical-trail-mix,tropical trail mix,dataset serving,619,8.8,91.8,23.9,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
soft-pretzels,soft pretzels,dataset serving,389,9.4,79.8,3.6,2,0.3,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-tostada-shell,corn tostada shell,dataset serving,58,0.8,7.9,2.9,0.7,0,0.084,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
matzo-crackers,matzo crackers,dataset serving,111,2.8,23.4,0.4,0.8,0.098,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sesame-crunch,sesame crunch,dataset serving,9,0.2,0.9,0.6,0.1,0.6,0.027,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
trail-mix-with-chocolate-chips,trail mix with chocolate chips,dataset serving,707,20.7,65.6,46.6,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cracker-meal,cracker meal,dataset serving,440,10.7,93,2,3,0.4,0.078,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
puffed-rice,puffed rice,dataset serving,153,2.4,34.1,0.2,0.6,0,0.053,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
filinchen-gutena,filinchen gutena,dataset serving,19,0.4,0.5,0.2,0,0.028,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
melba-toast-crackers,melba toast crackers,dataset serving,117,3.6,23,1,1.9,0.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
matzo-crackers-with-egg-onion,matzo crackers with egg onion,dataset serving,109,2.8,21.6,1.1,1.4,0,0.052,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cornnuts,cornnuts,dataset serving,126,2.4,20.3,4.4,2,0.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
bagel-chips,bagel chips,dataset serving,789,21.6,116.1,26.5,7.2,10.5,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pretzels,pretzels,dataset serving,115,3,24.1,0.9,1,0.7,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-raw,potato raw,dataset serving,164,4.3,37.2,0.2,4.7,1.7,0.072,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
gatto-di-patate-home-made,gatto di patate home made,dataset serving,202,0,4,9.4,0,3.6,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
baked-potato,baked potato,dataset serving,161,4.3,36.6,0.2,3.8,2,0.097,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-sticks,potato sticks,dataset serving,188,2.4,19.2,12.4,1.2,0.006,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-cooked,potato cooked,dataset serving,52,1.1,12.1,0.006,1.2,0.5,0.035,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vivaldi-potatoes-sainsburys,vivaldi potatoes sainsburys,dataset serving,23,0,0,0.1,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-ham-chowder-soup,potato ham chowder soup,dataset serving,192,6.5,13.4,12.5,1.4,0,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
russet-potato-raw,russet potato raw,dataset serving,292,7.9,66.7,0.3,4.8,2.3,0.068,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
russet-potato-baked,russet potato baked,dataset serving,290,7.9,64.1,0.4,6.9,3.2,0.084,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-fries,french fries,dataset serving,13,0.2,2.2,0.4,0.2,0.088,0.056,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-scalloped,potato scalloped,dataset serving,216,7,26.4,9,4.7,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cottage-fries,cottage fries,dataset serving,11,0.2,1.9,0.4,0.2,0.019,0.058,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
mashed-potatoes,mashed potatoes,dataset serving,215,4,35.5,6.8,3.1,1.2,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
mashed-potato-with-milk-and-butter,mashed potato with milk and butter,dataset serving,237,3.9,35.3,8.9,3.2,3,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
red-potato-raw,red potato raw,dataset serving,149,4,33.9,0.3,3.6,2.7,0.02,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-pancake,potato pancake,dataset serving,59,1.3,6.1,3.2,0.7,0.4,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-puffs,potato puffs,dataset serving,243,2.6,35.5,11,3.2,0.3,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
red-potato-baked,red potato baked,dataset serving,74,2,16.7,0.1,1.5,1.2,0.037,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potatoes-canned,potatoes canned,dataset serving,132,3.6,29.7,0.3,4.2,0,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-skin-raw,potato skin raw,dataset serving,22,1,4.7,0.099,1,0,0.053,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
shoestring-french-fries,shoestring french fries,dataset serving,4,0.099,0.7,0.1,0.099,0.062,0.055,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
hash-brown-potato,hash brown potato,dataset serving,144,1.4,15.3,9,1.4,0.3,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
baked-chips-lays,baked chips lays,dataset serving,130,0,0,2,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-chips,corn chips,dataset serving,162,1.9,17.2,10,1.2,0.031,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
nacho-cheese-tortilla-chips-low-fat,nacho cheese tortilla chips low fat,dataset serving,90,2.4,18.5,1,1.8,0.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-chips-barbecue,corn chips barbecue,dataset serving,1036,13.9,111.3,64.7,10.3,0,1.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-chips-unsalted,corn chips unsalted,dataset serving,490,5.8,50.5,29.4,3.9,1.2,0.024,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-chips-fat-free,potato chips fat free,dataset serving,860,21.9,190.1,1.4,17,8.4,1.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sweet-chilli-kettle-baked-chips,sweet chilli kettle baked chips,dataset serving,99,2,2.1,2.2,0,0.4,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
taro-chips,taro chips,dataset serving,11,0.049,1.6,0.6,0.2,0.04,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-chips-reduced-fat,potato chips reduced fat,dataset serving,801,12.1,113.7,35.4,10,0.4,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
onion-snacks,onion snacks,dataset serving,150,2.3,19.5,6.8,1.2,1.4,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-chips-cheese,potato chips cheese,dataset serving,843,14.5,98.1,46.2,8.8,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
yuca-cassava-chips,yuca cassava chips,dataset serving,9,0.054,1.2,0.4,0.002,0.006,0.041,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tortilla-chips-low-fat,tortilla chips low fat,dataset serving,117,3.1,22.6,1.6,1.5,0.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
ranch-flavor-tortilla-chips,ranch flavor tortilla chips,dataset serving,992,14.2,124.2,48.8,7.9,6,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-chips,potato chips,dataset serving,161,2.1,15.9,10.4,1.4,0.007,0.021,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tortilla-chips,tortilla chips,dataset serving,142,2.1,20.3,6.2,1.6,0.2,0.077,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sweet-potato-chips,sweet potato chips,dataset serving,149,0.8,15.9,9.1,2.5,2.5,0.05,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
nacho-cheese-tortilla-chips,nacho cheese tortilla chips,dataset serving,156,2.2,18.2,8.2,1.5,0.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vegetable-chips,vegetable chips,dataset serving,134,1.5,17.1,6.6,1.3,1.1,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
taco-flavor-tortilla-chips,taco flavor tortilla chips,dataset serving,1090,17.9,143.2,54.9,12,0,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-chips-barbecue,potato chips barbecue,dataset serving,970,15.2,104.5,64.2,8.7,14,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pita-chips,pita chips,dataset serving,137,3.5,20.5,4.6,1.1,1.4,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
potato-chips-sour-cream-and-onion,potato chips sour cream and onion,dataset serving,1051,16,102,67.1,10.3,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
adobo-fresco,adobo fresco,dataset serving,780,5.8,53.6,60.2,3.7,5.8,49.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chili-pepper-sauce-red,chili pepper sauce red,dataset serving,3,0.1,0.6,0.089,0.1,0.4,0.003,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
creamy-ranch-sauce-mcdonalds,creamy ranch sauce mcdonalds,dataset serving,132,0.3,1,14.7,0,1,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
catsup,catsup,dataset serving,19,0.2,4.5,0.066,0.053,3.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
chili-pepper-sauce-green,chili pepper sauce green,dataset serving,3,0.1,0.8,0.032,0.3,0.4,0.03,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
red-wine-vinegar,red wine vinegar,dataset serving,3,0.055,0.011,0,0,0,0.092,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
fish-sauce,fish sauce,dataset serving,6,0.9,0.7,0.013,0,0.7,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
coleslaw-dressing-reduced-fat,coleslaw dressing reduced fat,dataset serving,56,0,6.8,3.4,0.045,6.6,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sour-dressing,sour dressing,dataset serving,21,0.4,0.6,2,0,0.6,0.094,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
guava-sauce-cooked,guava sauce cooked,dataset serving,86,0.8,22.6,0.3,8.6,14,0.017,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pizza-sauce,pizza sauce,dataset serving,136,5.5,21.8,2.9,5,9.5,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sweetn-sour-sauce-mcdonalds,sweetn sour sauce mcdonalds,dataset serving,48,0.2,11,0.3,0,10,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
nance-syrup,nance syrup,dataset serving,4,0.028,0.8,0.002,0.3,0.6,0.035,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-dressing-reduced-fat,french dressing reduced fat,dataset serving,37,0.072,4.7,2.2,0.2,4.6,0.072,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
peppercorn-dressing,peppercorn dressing,dataset serving,76,0.2,0.5,8.2,0,0.3,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sorghum-syrup,sorghum syrup,dataset serving,61,0,15.7,0,0,15.7,0.096,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
ranch-dressing-fat-free,ranch dressing fat free,dataset serving,17,0.039,3.7,0.3,0.088,0.7,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
caesar-dressing-low-calorie,caesar dressing low calorie,dataset serving,17,0.028,2.8,0.7,0.053,2.4,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sweet-sour-dressing,sweet sour dressing,dataset serving,2,0.082,0.6,0,0,0.6,0.065,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
mayonnaise-imitation-fat-free,mayonnaise imitation fat free,dataset serving,13,0.043,2.5,0.4,0.3,1.6,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
sofrito,sofrito,dataset serving,488,26.4,11.2,37.5,3.5,0,2.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
turkey-gravy-instant,turkey gravy instant,dataset serving,27,0.8,3.9,1,0.3,0.5,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
teriyaki-sauce,teriyaki sauce,dataset serving,16,1.1,2.8,0.015,0.016,2.5,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tomato-sauce,tomato sauce,dataset serving,59,2.9,13,0.7,3.7,8.7,0.083,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
barbecue-sauce-kraft,barbecue sauce kraft,dataset serving,28,0.1,6.5,0.053,0.032,5.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cranberry-sauce-sweetened,cranberry sauce sweetened,dataset serving,418,0.6,107.8,0.4,2.8,105,0.076,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
coleslaw-dressing,coleslaw dressing,dataset serving,62,0.1,3.8,5.3,0.024,3.2,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
onion-gravy-dry,onion gravy dry,dataset serving,77,2.2,16.2,0.7,1.4,0,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
corn-syrup-light,corn syrup light,dataset serving,62,0,16.9,0.09,0,16.9,0.065,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
bacon-tomato-dressing,bacon tomato dressing,dataset serving,49,0.3,0.3,5.3,0.04,0.3,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pancake-syrup,pancake syrup,dataset serving,53,0,13.9,0.075,0,8.4,0.064,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
balsamic-vinegar,balsamic vinegar,dataset serving,14,0.041,2.7,0,0,2.4,0.071,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
ranch-dressing-reduced-fat,ranch dressing reduced fat,dataset serving,29,0.2,3.2,1.9,0.2,0.6,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
barbecue-sauce-mcdonalds,barbecue sauce mcdonalds,dataset serving,46,0.4,10.3,0.3,0.4,9.6,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vinegar-oil-dressing,vinegar oil dressing,dataset serving,72,0,0.4,8,0,0.4,0.076,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
poppyseed-dressing,poppyseed dressing,dataset serving,66,0.2,4,5.5,0.03,3.9,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
honey-mustard-dressing,honey mustard dressing,dataset serving,70,0.1,3.5,6.1,0.057,2.4,0.019,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-dressing-fat-free,french dressing fat free,dataset serving,21,0.01,5.1,0.024,0.4,2.6,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
vinegar,vinegar,dataset serving,3,0,0.089,0,0,0.063,0.024,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
spray-dressing,spray dressing,dataset serving,13,0.07,1.3,0.9,0.075,1.1,0.012,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
honey-mustard-dressing-fat-free,honey mustard dressing fat free,dataset serving,25,0.2,5.8,0.2,0.2,2.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
mushroom-gravy,mushroom gravy,dataset serving,119,3,13,6.4,1,0,1.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
white-sauce,white sauce,dataset serving,368,9.6,22.9,26.6,0.5,11,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
marinara-pasta-sauce,marinara pasta sauce,dataset serving,129,3.7,19.9,3.9,4.8,14.5,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tomato-sauce-with-mushrooms,tomato sauce with mushrooms,dataset serving,86,3.6,20.7,0.3,3.7,14.1,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pork-gravy-powder,pork gravy powder,dataset serving,25,0.6,4.3,0.6,0.2,1.7,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
beef-gravy,beef gravy,dataset serving,123,8.7,11.2,5.5,0.9,0.5,1.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
green-goddess-dressing,green goddess dressing,dataset serving,64,0.3,1.1,6.5,0.094,1,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
salsa-con-queso,salsa con queso,dataset serving,358,7.9,27.9,23.8,1.8,4.9,2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cocktail-sauce,cocktail sauce,dataset serving,19,0.2,4.2,0.2,0.3,1.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
worcestershire-sauce,worcestershire sauce,dataset serving,13,0,3.3,0,0,1.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
barbecue-sauce,barbecue sauce,dataset serving,29,0.1,6.9,0.1,0.2,5.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tomato-sauce-with-onions,tomato sauce with onions,dataset serving,103,3.8,24.4,0.5,4.4,0,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
brown-gravy-dry,brown gravy dry,dataset serving,22,0.6,3.6,0.6,0.1,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
blue-cheese-dressing-light,blue cheese dressing light,dataset serving,14,0.3,2.1,0.4,0,0.6,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
spanish-tomato-sauce,spanish tomato sauce,dataset serving,81,3.5,17.7,0.7,3.4,0,1.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
oyster-sauce,oyster sauce,dataset serving,9,0.2,2,0.066,0.024,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
cheese-sauce,cheese sauce,dataset serving,30,1.5,0.8,2.2,0.071,0.033,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
hoisin-sauce,hoisin sauce,dataset serving,35,0.5,7.1,0.5,0.4,4.4,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
pickle-relish,pickle relish,dataset serving,20,0.097,5.3,0.061,0.2,4.4,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tomato-sauce-with-herbs-cheese,tomato sauce with herbs cheese,dataset serving,144,5.2,25,4.7,5.4,0,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
french-dressing,french dressing,dataset serving,73,0.1,2.5,7.2,0,2.6,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
mayonnaise-hellmanns,mayonnaise hellmanns,dataset serving,15,0,0.087,1.7,0,0.2,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
canadian-maple-syrup,canadian maple syrup,dataset serving,76,0,19.1,0,0,17,0.086,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
maple-syrup,maple syrup,dataset serving,52,0.09,13.4,0.047,0,13.6,0.059,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
barbecue-sauce-bulls-eye,barbecue sauce bulls eye,dataset serving,27,0.1,6.4,0.1,0.2,5.6,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
ranch-dressing,ranch dressing,dataset serving,65,0.2,0.9,6.7,0,0.7,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
tomato-ketchup-mp,tomato ketchup mp,dataset serving,15,0,0.2,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP5.csv,5
