id,name,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,source_dataset,source_file,source_group
taco-salad-with-chili-con-carne,taco salad with chili con carne,dataset serving,193,11.6,17.7,8.8,0,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
wonton-wrappers,wonton wrappers,dataset serving,93,3.1,18.5,0.5,0.6,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hushpuppies,hushpuppies,dataset serving,512,11.7,69.9,20.5,4.3,3.1,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-pot-pie,chicken pot pie,dataset serving,598,14.6,57.3,34.6,3,7.2,1.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
general-tsos-chicken,general tsos chicken,dataset serving,1578,69,128.3,87.5,4.8,62.1,2.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
burrito-with-beans-cheese,burrito with beans cheese,dataset serving,379,13.6,57.8,11.2,7.8,3.2,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
vegetarian-fillets,vegetarian fillets,dataset serving,247,19.6,7.7,15.3,5.2,0.7,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
biscuit-with-egg-sausage,biscuit with egg sausage,dataset serving,505,18,34.1,33.6,0.3,1.5,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-chow-mein,chicken chow mein,dataset serving,513,40.8,50.1,16.9,6,10.5,1.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
fruit-burrito,fruit burrito,dataset serving,231,2.5,35,9.5,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
arroz-con-leche,arroz con leche,dataset serving,369,8.1,63,9.3,1.3,38.6,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
caramel-custard-flan,caramel custard flan,dataset serving,444,13.9,69.7,12.3,0,70.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
gelatin-dessert,gelatin dessert,dataset serving,167,3.3,38.3,0,0,36.4,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chocolate-milk-dessert,chocolate milk dessert,dataset serving,229,5.9,51.6,1.4,0,51.6,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chocolate-mousse,chocolate mousse,dataset serving,338,6.2,24.1,24,0.9,22.2,0.081,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
dulce-de-leche,dulce de leche,dataset serving,60,1.3,10.5,1.4,0,9.5,0.036,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
apple-crisp,apple crisp,dataset serving,454,4.9,87,9.7,3.9,55.5,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spinach-spaghetti-cooked,spinach spaghetti cooked,dataset serving,182,6.4,36.6,0.9,0,0,0.061,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
corn-pasta-cooked,corn pasta cooked,dataset serving,176,3.7,39.1,1,6.7,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spaghetti-with-meat-sauce,spaghetti with meat sauce,dataset serving,255,14.3,43.1,2.9,5.1,7.4,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pasta-with-meatballs-in-tomato-sauce,pasta with meatballs in tomato sauce,dataset serving,273,10.6,28.3,13,6.9,7.2,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cheese-tortellini,cheese tortellini,dataset serving,332,14.6,50.8,7.8,2.1,1,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pasta-with-sliced-franks-in-tomato-sauce,pasta with sliced franks in tomato sauce,dataset serving,227,11,32,6,4,8,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
lasagna,lasagna,dataset serving,166,9,18.9,6.1,2.1,3.8,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
macaroni-cheese,macaroni cheese,dataset serving,310,12.6,43.7,9.4,2.3,3,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
vegetable-lasagna,vegetable lasagna,dataset serving,316,15.6,32.2,13.7,4.3,5.8,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spinach-egg-noodles-cooked,spinach egg noodles cooked,dataset serving,211,8.1,38.8,2.5,3.7,1.1,0.068,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cheese-lasagna,cheese lasagna,dataset serving,316,15.9,33.6,13,4.1,10.3,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pasta-with-tomato-sauce,pasta with tomato sauce,dataset serving,176,5.6,35.1,1.8,2.3,10.1,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
spinach-pasta-cooked,spinach pasta cooked,dataset serving,37,1.4,7.1,0.3,0,0,0.004,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
vegetable-chicken-soup,vegetable chicken soup,dataset serving,166,12.3,21.1,4.8,1,3.4,0.075,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bean-ham-soup,bean ham soup,dataset serving,198,10.3,33.5,2.5,9.8,7.8,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-chicken-soup,cream of chicken soup,dataset serving,227,6,18,14.5,0,1.4,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tomato-soup-canned,tomato soup canned,dataset serving,139,6.3,22.6,3.3,1.5,16.5,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
egg-drop-soup,egg drop soup,dataset serving,65,2.8,10.3,1.5,1,0.2,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scotch-broth,scotch broth,dataset serving,197,12.1,23,6.4,3,0,2.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-onion-soup,cream of onion soup,dataset serving,268,6.7,31.7,12.8,1.2,11.1,1.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-broth-dry,chicken broth dry,dataset serving,10,0.7,1.1,0.2,0,0,1.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
vegetable-soup-with-beef-broth,vegetable soup with beef broth,dataset serving,162,6,26.3,3.8,3.2,4,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chili-with-beans-canned,chili with beans canned,dataset serving,287,14.6,30.5,14.1,11.3,3,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
beef-noodle-soup,beef noodle soup,dataset serving,168,9.6,17.9,6.2,1.5,5.2,1.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
consomme-dry,consomme dry,dataset serving,17,2.2,1.9,0.2,0,1.1,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-mushroom-soup,chicken mushroom soup,dataset serving,126,2,15.1,6.1,4,1,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
beef-vegetable-soup,beef vegetable soup,dataset serving,120,8,15.4,2.9,3,3.1,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
black-bean-soup,black bean soup,dataset serving,234,12.4,39.6,3.4,17.5,6.4,2.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
split-pea-soup-with-ham-bacon,split pea soup with ham bacon,dataset serving,189,11.6,28.6,3.1,4.1,0,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-mushroom-soup,cream of mushroom soup,dataset serving,199,3.4,17.1,13.4,1.8,1,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
green-pea-soup,green pea soup,dataset serving,320,16.7,51.7,5.7,10,16.7,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-broth-soup,chicken broth soup,dataset serving,78,11.1,1.9,2.6,0,0.9,1.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-mushroom-chowder-soup,chicken mushroom chowder soup,dataset serving,431,16.2,38.3,23.7,7.5,0,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-dumplings-soup,chicken dumplings soup,dataset serving,235,13.6,14.7,13.4,1.2,1.4,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-vegetable-soup,chicken vegetable soup,dataset serving,148,7.1,17,5.6,1.7,3,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
turkey-vegetable-soup,turkey vegetable soup,dataset serving,72,3.1,8.6,3,0.5,2.6,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
wonton-soup,wonton soup,dataset serving,71,4.6,11.7,0.6,0.4,0.8,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
beef-stock,beef stock,dataset serving,31,4.7,2.9,0.2,0,1.3,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
mushroom-barley-soup,mushroom barley soup,dataset serving,186,4.6,29.3,5.5,0,0,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
gazpacho-soup,gazpacho soup,dataset serving,70,10.7,6.6,0.4,0.7,2.2,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
beef-mushroom-soup,beef mushroom soup,dataset serving,186,14,15.9,7.3,0.6,0,2.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-rice-soup,chicken rice soup,dataset serving,127,12.3,13,3.2,1,1.4,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pepperpot-soup,pepperpot soup,dataset serving,100,6.2,9.1,4.5,0.5,0,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
vegetable-soup,vegetable soup,dataset serving,149,4.3,24.6,4,1.3,7.9,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chili-beef-soup,chili beef soup,dataset serving,308,13.4,49.6,6.7,6.6,13.4,2.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-soup,chicken soup,dataset serving,174,12.4,16.9,6.5,1.5,2.1,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bean-with-frankfurters-soup,bean with frankfurters soup,dataset serving,188,10,22,7,0,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
pea-soup,pea soup,dataset serving,161,8.3,25.6,2.8,4.9,8.3,0.015,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
turkey-soup,turkey soup,dataset serving,135,10.2,14.1,4.4,0,0,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
stockpot-soup,stockpot soup,dataset serving,201,9.8,23.1,7.8,0,0,2.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hot-sour-soup,hot sour soup,dataset serving,91,6,10.1,2.8,1.2,1,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cheese-soup,cheese soup,dataset serving,203,2,28,9.7,5.5,9.3,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-potato-soup,cream of potato soup,dataset serving,186,3.8,32.2,4.7,3.3,3.6,1.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bean-with-bacon-soup,bean with bacon soup,dataset serving,106,5.5,16.4,2.1,9,0.6,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
fish-stock,fish stock,dataset serving,40,5.3,0,1.9,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
split-pea-soup-with-ham,split pea soup with ham,dataset serving,381,20.7,56.2,8.9,4.6,0,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
beef-broth-soup,beef broth soup,dataset serving,17,2.7,0.01,0.5,0,0,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
lentil-soup-with-ham,lentil soup with ham,dataset serving,139,9.3,20.2,2.8,0,0,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tomato-soup,tomato soup,dataset serving,98,2.2,22.5,0.7,1.6,12.2,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
fish-broth,fish broth,dataset serving,39,4.9,1,1.5,0,0.2,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chili-without-beans-canned,chili without beans canned,dataset serving,283,18.1,14.6,17,0,0,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
minestrone-soup,minestrone soup,dataset serving,167,8.6,22.6,5,2,3.7,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
clam-chowder-soup,clam chowder soup,dataset serving,154,4.4,24.5,4.4,3,6.8,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tomato-vegetable-soup,tomato vegetable soup,dataset serving,54,1.9,9.9,0.8,0.7,2.4,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-rice-coup,cream of rice coup,dataset serving,127,2.2,28.1,0.2,0.2,0.022,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-celery-soup,cream of celery soup,dataset serving,181,3.3,17.7,11.2,1.5,3.4,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-gravy,chicken gravy,dataset serving,188,4.6,12.9,13.6,1,1.9,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tomato-rice-soup,tomato rice soup,dataset serving,240,4.2,44.1,5.5,3.4,15.2,1.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
vegetable-beef-soup,vegetable beef soup,dataset serving,128,18.1,9.6,2,4.4,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tomato-beef-noodle-soup,tomato beef noodle soup,dataset serving,281,8.9,42.3,8.6,3,0,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
oyster-stew-soup,oyster stew soup,dataset serving,118,4.2,8.2,7.7,0,0,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
ramen-noodle-soup-dry,ramen noodle soup dry,dataset serving,371,8.9,53.9,13.3,2,1.3,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-noodle-soup,chicken noodle soup,dataset serving,145,7.2,18.4,4.7,2.7,0,2.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-bouillon-dry,chicken bouillon dry,dataset serving,11,0.7,0.7,0.6,0,0.7,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-asparagus-soup,cream of asparagus soup,dataset serving,174,4.6,21.5,8.2,1,1.8,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
turkey-noodle-soup,turkey noodle soup,dataset serving,139,7.8,17.3,4,1.5,1,1.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
cream-of-shrimp-soup,cream of shrimp soup,dataset serving,181,5.6,16.5,10.4,0.5,0,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
bean-with-pork-soup,bean with pork soup,dataset serving,335,15.3,44.1,11.5,15.3,7.8,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-broth,chicken broth,dataset serving,12,1,1,0.5,0,0,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
beef-broth-powder,beef broth powder,dataset serving,8,0.6,0.6,0.3,0,0.6,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
split-pea-soup,split pea soup,dataset serving,180,9.7,29.9,2.3,4.8,12.8,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
escarole-soup,escarole soup,dataset serving,61,3.4,4,4,0,0,2.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-stock,chicken stock,dataset serving,86,6,8.5,2.9,0,3.8,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tomato-bisque-soup,tomato bisque soup,dataset serving,248,4.5,47.7,5,2.1,0,1.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
shark-fin-soup,shark fin soup,dataset serving,99,6.9,8.2,4.3,0,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
onion-soup,onion soup,dataset serving,113,7.5,16.4,3.5,1.7,6.7,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-gumbo-soup,chicken gumbo soup,dataset serving,113,5.3,16.8,2.9,4,4.9,1.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crab-soup,crab soup,dataset serving,95,10.4,12.5,0.8,2.4,0,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
tripe-soup,tripe soup,dataset serving,148,17.2,8.1,5.2,0,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
little-india-little-lunch,little india little lunch,dataset serving,164,0,2,10.6,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
original-chicken-sandwich-chick-fil-a,original chicken sandwich chick fil a,dataset serving,125,0,0,5.1,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sausage-mcmuffin-mcdonalds,sausage mcmuffin mcdonalds,dataset serving,383,14.6,28.2,24.2,1.6,2.2,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sausage-mcgriddles-mcdonalds,sausage mcgriddles mcdonalds,dataset serving,421,11.4,42.2,24,1.4,15.2,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crispy-chicken-drumstick-kentucky-fried-chicken,crispy chicken drumstick kentucky fried chicken,dataset serving,70,10.6,0,3,0,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-crispy-drumsticks-kentucky-fried-chicken,chicken crispy drumsticks kentucky fried chicken,dataset serving,156,11.8,4.5,10.1,0,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
biscuit-kentucky-fried-chicken,biscuit kentucky fried chicken,dataset serving,185,3.8,22.1,9.1,0.8,1.7,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
english-muffin-mcdonalds,english muffin mcdonalds,dataset serving,97,5.7,2.9,2.3,0.2,1.5,0.031,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
french-fries-mcdonalds,french fries mcdonalds,dataset serving,378,4,49.8,18.1,4.6,0.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hotdog,hotdog,dataset serving,383,16.4,28.5,23,0,0,1.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
french-fries-burger-king,french fries burger king,dataset serving,207,2.4,28.6,9.2,2.1,0.4,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
original-taco-with-beef-cheese-lettuce-taco-bell,original taco with beef cheese lettuce taco bell,dataset serving,158,6.1,13.7,8.8,2.7,0.6,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hotdog-with-chili,hotdog with chili,dataset serving,296,13.5,31.3,13.4,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-crispy-wings-kentucky-fried-chicken,chicken crispy wings kentucky fried chicken,dataset serving,148,9.2,5.1,10.1,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
egg-white-delight-mcdonalds,egg white delight mcdonalds,dataset serving,250,0,0,16,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
french-toast-sticks-burger-king,french toast sticks burger king,dataset serving,73,1.3,8.7,3.7,0.3,2.1,0.014,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
mcchicken-mcdonalds,mcchicken mcdonalds,dataset serving,358,13.7,36.6,17.3,1.7,4.7,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
nachos-supreme-taco-bell,nachos supreme taco bell,dataset serving,480,14.8,45,26.6,8,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crispy-chicken-wing-kentucky-fried-chicken,crispy chicken wing kentucky fried chicken,dataset serving,104,12.6,1.3,5.3,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-strips-burger-king,chicken strips burger king,dataset serving,105,6.6,7.4,5.5,0.5,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crispy-chicken-breast-kentucky-fried-chicken,crispy chicken breast kentucky fried chicken,dataset serving,214,38.2,0.4,6.7,0,0,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sausage-biscuit-mcdonalds,sausage biscuit mcdonalds,dataset serving,440,11.3,31.8,29.7,1.4,2.3,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
sausage-burrito-mcdonalds,sausage burrito mcdonalds,dataset serving,339,13,24.2,17.1,1.2,1.4,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
onion-rings-fried,onion rings fried,dataset serving,27,0.3,2.8,1.6,0.2,0.4,0.015,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
onion-rings-burger-king,onion rings burger king,dataset serving,379,3.5,39.7,23,2.5,4.9,0.7,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
turkey-patty-fried,turkey patty fried,dataset serving,79,3.9,4.4,5,0.1,0.053,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hotcakes-with-syrup-mcdonalds,hotcakes with syrup mcdonalds,dataset serving,601,9,101.8,17.8,2,45.5,0.6,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crispy-chicken-thigh-kentucky-fried-chicken,crispy chicken thigh kentucky fried chicken,dataset serving,163,20.4,0,9.1,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
corn-dog,corn dog,dataset serving,195,6.7,21,9.4,0.8,5.9,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-box-mcdonalds,chicken box mcdonalds,dataset serving,70,0.2,5.5,4,0,0.5,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
potato-wedges-kentucky-fried-chicken,potato wedges kentucky fried chicken,dataset serving,379,5.4,45,19.8,4.2,0,1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
scrambled-eggs-mcdonalds,scrambled eggs mcdonalds,dataset serving,98,7.7,0.9,7.5,0,0.1,0.04,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
egg-mcmuffin-mcdonalds,egg mcmuffin mcdonalds,dataset serving,287,17.2,27.3,12.2,1.4,2.7,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
nachos-taco-bell,nachos taco bell,dataset serving,362,5.1,36,21.9,3.8,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
biscuit-large-mcdonalds,biscuit large mcdonalds,dataset serving,310,5.5,39.4,14.4,1.8,2.7,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
crispy-chicken-strips-kentucky-fried-chicken,crispy chicken strips kentucky fried chicken,dataset serving,129,9.5,6.4,7.2,0.7,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hotcakes-mcdonalds,hotcakes mcdonalds,dataset serving,113,3,19,2.9,0.7,4.4,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
chicken-crispy-breast-kentucky-fried-chicken,chicken crispy breast kentucky fried chicken,dataset serving,375,29.7,11.9,23.2,0,0,0.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
hotcakes-sausage-mcdonalds,hotcakes sausage mcdonalds,dataset serving,776,15.5,102.4,34.9,2.1,45.7,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP1.csv,1
